LastSale,MarketCap,logMarketCap,Revenue_M,netIncome_M,profitMargin,lastFiscalYearGrowth,employees,revenuePerEmployee,marketCapToRevenue,CEOAge,PresidentAge,companyAgeAtIPO,yearDifference,YearFounded,MarketMonthTrend,Market3MonthTrend,Market6MonthTrend,MarketYearTrend,Year,Month,Day,dayOfWeek,Sector,Industry,CEOGender,PresidentGender,USACompany,CEOInChargeDuringIPO,presidentInChargeDuringIPO,FiscalMonth,employeesGrouped,FoundingDateGrouped,ipoDay0Return,firstWeekReturn,firstMonthReturn,ipoDay0Volatility,avgFirstWeekVolume,closeDay0,openDay0,highDay0,lowDay0,volumeDay0,closeDay1,closeDay2,closeDay3,closeDay4,volumeDay1,volumeDay2,volumeDay3,volumeDay4,Profitable
169.45,2.9602915E10,24.1111,1930.0,-149.13,-0.0773,0.39,6222.0,310189.65,15.34,57,57,8,8,2004,1.8005737,0.311884438,0.368330138,0.949755945,2012,6,29,4,Technology,Computer Software: Prepackaged Software,male,male,Yes,No,No,Dec,5001 - 10000,2001 - 2010,0.0775,0.0553,0.0297,0.0438,2504246.6,24.6,22.83,24.75,23.75,10922574,24.77,25.31,25.31,25.96,656652,401048,0,540959,1
173.12,7.86121941E9,22.7852,7930.0,253.8,0.032,0.17,82000.0,96707.32,0.99,50,50,0,0,1997,1.673756988,1.627786289,2.219443565,2.387458873,1997,7,17,3,Finance,Real Estate,male,male,Yes,No,No,Dec,>10000,1951 - 2000,0.0622,-0.0022,-0.0109,0.0138,776100.0,28.813,27.125,29.188,28.813,2733000,29.563,29.5,29.5,28.75,496900,230100,189100,231400,1
173.87,1.93E11,25.986,12500.0,3920.0,0.3136,0.16,13400.0,932835.82,15.44,57,57,5,5,2001,-0.990850224,-1.418911966,-0.537200083,0.613185613,2006,5,25,3,Miscellaneous,Business Services,unknown,unknown,Yes,No,No,Dec,>10000,2001 - 2010,0.1443,-0.023,0.013,0.143,1.15241E8,4.6,4.02,4.605,4.03,394251000,4.493,4.493,4.4,4.494,102220000,0,49892000,29842000,1
174.13,1.4655038338E10,23.4081,6640.0,1350.0,0.2033,0.15,14800.0,448648.65,2.21,63,52,0,0,1997,-0.559888233,0.203302037,0.758070167,1.151574671,1997,12,18,3,Technology,Diversified Commercial Services,male,male,Yes,No,No,Dec,>10000,1951 - 2000,0.0435,0.0833,0.4083,0.0783,477720.0,15.0,14.375,16.125,15.0,1905200,15.5,15.0,15.5,16.25,275200,88300,74500,45400,1
174.7,4.48E11,26.8281,23520.0,6490.0,0.2759,0.48,50097.0,469489.19,19.05,46,59,15,15,1999,1.693810259,1.491994612,1.522145337,1.689359032,2014,9,19,4,Miscellaneous,Business Services,male,unknown,No,No,No,Mar,>10000,1951 - 2000,0.0438,-0.0529,-0.0637,0.0778,8.76465328E7,93.89,89.95,99.7,92.7,271879435,89.89,87.17,90.57,88.92,66657827,39009788,32088108,28597506,0
176.25,1.592719256E9,21.1887,773.8,37.96,0.0491,0.09,4300.0,179953.49,2.06,66,66,38,38,1965,0.798094499,1.558621361,1.969071263,2.04465587,2003,6,20,4,Basic Industries,Homebuilding,male,male,Yes,No,No,Mar,1001 - 5000,1951 - 2000,0.1811,0.0,0.2373,0.0,36240.0,7.5,6.35,7.5,7.5,110000,7.5,7.5,7.5,7.5,18000,0,0,53200,1
196.07,1.2994425137E10,23.2878,20470.0,1290.0,0.063,0.1,165000.0,124060.61,0.63,52,52,92,92,1917,1.10106775,1.598322073,1.576475133,1.854491747,2009,11,9,0,Capital Goods,Auto Parts:O.E.M.,male,male,Yes,No,No,Dec,>10000,1901 - 1950,0.1139,0.1556,0.1173,0.1772,2840400.0,28.125,25.25,29.725,25.25,2506000,28.475,30.125,31.85,32.5,3098800,1545000,3996800,3055400,1
229.9,6.4541302958E10,24.8906,12550.0,2710.0,0.2159,0.18,39343.0,318989.4,5.14,48,55,5,5,2000,-0.085384941,0.990374306,1.31736573,1.324720846,2005,8,5,4,Technology,"Computer Software: Programming, Data Processing",unknown,unknown,No,Yes,No,Dec,>10000,1951 - 2000,0.8567,-0.2011,-0.3633,1.2911,1.17750286E8,12.254,6.6,15.121,6.6,226811240,11.55,9.61,9.175,9.79,153594420,85858350,49369550,73117870,1
231.49,1.41E11,25.672,9710.0,3050.0,0.3141,,11528.0,842297.02,14.52,54,,6,6,1993,-0.912269815,0.828310277,1.319525265,1.739910731,1999,1,22,4,Technology,Semiconductors,unknown,,Yes,Yes,,Jan,>10000,1951 - 2000,0.0572,0.0122,0.0601,0.2013,2.361408E7,1.0942,1.035,1.3025,1.0942,67867200,1.2083,1.115,1.1108,1.1075,12762000,8580000,6109200,22752000,1
232.47,1.2491261691E10,23.2483,1410.0,347.61,0.2465,0.4,5030.0,280318.09,8.86,78,47,16,16,1990,1.222852332,1.412598951,1.632276811,2.39723245,2006,12,13,2,Technology,Semiconductors,male,male,Yes,Yes,No,Dec,5001 - 10000,1951 - 2000,0.1976,-0.1074,0.0526,0.0491,2960672.6,25.88,21.61,26.06,25.0,10769173,25.15,24.6,23.79,23.1,997055,1012586,726710,1297839,0
239.44,1.7688720269E10,23.5962,1650.0,422.4,0.256,0.46,1800.0,916666.67,10.72,56,56,10,10,2004,2.152358836,2.812451222,2.514491068,1.921707231,2014,6,6,4,Technology,Computer Communications Equipment,female,female,Yes,Yes,Yes,Dec,1001 - 5000,2001 - 2010,0.0,0.2,0.3893,0.0842,2071647.8,55.0,55.0,60.0,55.37,7255086,55.2,60.0,63.5,66.0,716836,986711,661552,738054,1
245.19,3.5980550967E10,24.3062,2750.0,725.0,0.2636,0.15,6200.0,443548.39,13.08,47,47,2,2,1998,-2.338347117,-0.915938862,-0.404628002,0.270112572,2000,7,28,4,Capital Goods,Biotechnology: Laboratory Analytical Instruments,male,male,Yes,No,No,Dec,5001 - 10000,1951 - 2000,0.3273,0.1301,0.0662,0.4193,4907400.0,19.578,14.75,21.125,14.94,18615000,17.5,17.75,19.0625,22.125,2481800,1216200,856400,1367600,0
280.94,1.491763306E9,21.1232,,,,,,,,,,,,,-1.270033372,0.224911551,0.786637296,1.321101729,2003,9,25,3,,,,,,,,,,Unknown,,0.0063,0.0388,,0.0,72.69,,,,0,72.69,72.69,72.69,73.15,0,0,0,0,0
308.65,3.779034055E9,22.0527,617.74,19.42,0.0314,0.61,535.0,1154654.21,6.12,47,44,0,0,2008,1.114744568,-0.45999335,-0.881141522,-1.276944264,2008,8,12,1,Finance,Finance: Consumer Services,male,male,Yes,sameYear,No,Dec,501 - 1000,2001 - 2010,0.1262,0.1393,0.0861,0.0,24863.8,7.32,6.5,8.0,8.0,11115,8.65,10.09,9.81,8.34,15948,29553,30496,37207,0
322.78,1.4253113952E10,23.3802,1400.0,13.78,0.0098,0.66,5582.0,250806.16,10.18,45,45,8,8,1999,-1.192242608,-2.17016496,-0.531276952,0.385959142,2007,8,10,4,Miscellaneous,Business Services,male,male,No,,,Dec,5001 - 10000,1951 - 2000,0.3571,-0.014,0.0351,0.3333,3134089.4,28.5,21.0,29.0,22.0,9800480,31.65,30.03,28.56,28.1,3162020,608688,991764,1107495,1
687.88,3.943705464E9,22.0954,960.03,234.03,0.2438,0.17,2310.0,415597.4,4.11,54,54,38,38,1977,-0.166408249,0.578732103,0.873972078,1.248665826,2015,6,11,3,Consumer Services,Television Services,female,female,Yes,No,No,Dec,1001 - 5000,1951 - 2000,0.0,-0.0121,-0.0428,0.0125,8020.2,399.84,399.84,405.0,400.0,8220,376.91,376.91,376.91,395.0,500,0,0,31381,1
1441.5,6.98E11,27.2715,177870.0,3030.0,0.017,0.31,566000.0,314257.95,3.92,53,53,3,3,1994,1.502561974,2.035668675,2.426575681,2.426575681,1997,5,15,3,Consumer Services,Catalog/Specialty Distribution,male,male,Yes,No,No,Dec,>10000,1951 - 2000,0.0166,-0.2716,-0.1812,0.2807,2.343696E7,1.959,1.927,2.5,1.959,72072000,1.729,1.709,1.636,1.427,14685600,6106800,5467200,18853200,1
0.2414,1.642445745E7,16.6143,5.07,-21.61,-4.2623,0.57,95.0,53368.42,3.24,53,53,17,17,1997,-1.806218478,-1.909799609,0.014840043,0.782365824,2014,2,5,2,Health Care,Medical Specialities,male,male,Yes,Yes,Yes,Dec,0 - 100,1951 - 2000,0.014,-0.0564,-0.1106,0.0022,76201.0,28.2,27.81,30.06,30.0,241246,25.95,26.7,26.73,26.61,97695,17189,9774,15101,0
0.294,2.497565633E7,17.0334,,,,,,,,56,,1,1,2013,-0.119956059,-0.268762904,0.721647858,1.253672278,2014,2,10,0,Health Care,Major Pharmaceuticals,male,,,sameYear,,,,2011 - present,0.0,1.2667,2.4667,0.0,110165.4,0.75,0.75,0.75,0.75,1000,1.85,2.0,1.9,1.7,75141,82946,67254,324486,1
0.335,1.274810206E7,16.3609,,-26.75,,,12.0,,,60,60,5,5,2005,0.89989621,1.401845254,1.735408465,1.515801744,2010,11,1,0,Health Care,Medical/Dental Instruments,male,male,Yes,No,No,Dec,0 - 100,2001 - 2010,0.0,0.0,-0.3333,0.0,186.8,300.0,300.0,300.0,300.0,70,200.0,295.0,300.0,300.0,806,9,12,37,0
0.344,8048738.968,15.901,,-26.87,,,21.0,,,50,50,6,6,2004,1.483885973,0.338276333,0.854633592,1.083730561,2010,3,1,0,Health Care,Major Pharmaceuticals,male,male,Yes,No,No,Dec,0 - 100,2001 - 2010,0.0159,-0.0014,0.0,0.0087,12038.0,448.64,441.6,472.96,469.12,10332,457.6,455.68,453.12,448.0,11481,12015,12766,13596,0
0.4639,1.813392522E7,16.7133,335000.0,-18.06,-1.0E-4,,24.0,1.395833333333E10,0.0,47,,1,1,2013,0.572761293,1.085523431,1.319504883,1.60996497,2014,3,21,4,Health Care,Major Pharmaceuticals,male,male,Yes,No,No,Dec,0 - 100,2011 - present,0.0069,-0.069,-0.0345,0.0208,77065.2,18.125,18.0,21.175,20.8,251878,16.9,17.825,17.325,16.875,44860,37733,22537,28318,0
0.5199,2.284520457E7,16.9443,66910.0,-3117850.0,-46.5977,1.32,161.0,4.1559006211E8,0.0,60,,5,5,2003,-0.598982797,-1.614899992,-2.250088352,-2.949480964,2008,10,29,2,Consumer Non-Durables,Packaged Foods,male,male,No,,No,Dec,101 - 500,2001 - 2010,0.0,0.1654,0.6861,0.0,511.4,3.5834,3.5834,3.8712,3.8712,2088,4.176,4.176,4.176,4.176,469,0,0,0,1
0.6392,6.645065864E7,18.012,72000.0,-71.91,-0.001,,63.0,1.14285714286E9,0.0,48,48,5,5,2007,0.997341105,1.514002236,1.859384938,1.730622875,2012,10,4,3,Health Care,Major Pharmaceuticals,male,male,Yes,No,No,Dec,0 - 100,2001 - 2010,0.0244,-0.0119,0.1881,0.1829,722220.0,4.2,4.1,5.48,4.73,1602661,4.2,4.44,4.38,4.15,1841655,110914,35537,20333,1
0.6435,3.402905284E7,17.3427,26.14,-69.36,-2.6534,0.54,131.0,199541.98,1.3,52,52,1,1,2013,-1.069196879,-1.14618263,0.339400747,0.999427089,2014,2,6,3,Health Care,Major Pharmaceuticals,male,male,Yes,Yes,Yes,Dec,101 - 500,2011 - present,0.0152,0.0183,0.3,0.0135,606469.2,12.0,11.8201,12.66,12.5,2687061,12.0,12.09,12.18,12.22,152257,68653,84239,40136,0
0.7479,4.159187982E8,19.846,627.6,-683.8,-1.0895,0.19,186.0,3374193.55,0.66,,,,-8,2010,-0.938642911,0.053804604,0.099988565,-0.421193594,2002,4,10,2,Energy,Oil & Gas Production,male,male,No,No,No,Dec,101 - 500,2001 - 2010,0.0212,-0.004,0.0158,0.0242,25560.0,10.11,9.9,10.14,9.9,39700,9.95,9.6,9.75,10.07,27000,27400,13000,20700,0
0.75,2.401047525E7,16.994,14.42,-6.48,-0.4494,0.6,12.0,1201666.67,1.67,,,3,3,2006,1.683239201,1.602055705,1.879175782,1.412735912,2009,9,15,1,Transportation,Marine Transportation,male,male,No,No,No,Dec,0 - 100,2001 - 2010,0.0,0.0,0.0153,0.0,5.0,15.68,15.68,15.68,15.68,25,15.68,15.68,15.68,15.68,0,0,0,0,1
0.75,3.388331175E7,17.3384,16.47,-65.46,-3.9745,,410.0,40170.73,2.06,49,46,0,0,2007,-2.36397175,-0.596763067,-0.894718969,0.160478021,2007,11,7,2,Technology,Advertising,male,unknown,No,Yes,No,Dec,101 - 500,2001 - 2010,0.0885,-0.1388,-0.1392,0.1672,3981775.6,20.9,19.2,22.71,19.5,11907600,19.0,19.4,18.56,18.0,3242142,1696096,1253505,1809535,0
0.7837,79306.5215,11.2811,3.72,-11.02,-2.9624,0.05,36.0,103333.33,0.02,47,,3,3,2005,-1.124167153,-2.293051724,-2.761909784,-3.190020584,2008,10,14,1,Technology,Industrial Machinery/Components,male,male,Yes,No,,Dec,0 - 100,2001 - 2010,19.0,0.0,2.5,1009.0,2.2,30.0,1.5,1515.0,1.5,11,30.0,30.0,30.0,30.0,0,0,0,0,1
0.7849,1.487084334E7,16.5149,787000.0,-24.09,0.0,,25.0,3.148E10,0.0,59,59,15,15,1998,1.088321323,1.701320283,1.784489439,1.953528658,2013,7,25,3,Health Care,Major Pharmaceuticals,male,male,Yes,Yes,Yes,Dec,0 - 100,1951 - 2000,0.019,0.0961,0.2958,0.0,117024.2,198.8,195.1,250.0,250.0,508187,200.8,215.0,218.6,217.9,25965,27816,15500,7653,0
0.8307,2.725734375E7,17.1208,291000.0,-16.14,-1.0E-4,,56.0,5.19642857143E9,0.0,61,61,0,0,2015,0.718848291,0.362999091,0.645580386,1.002877225,2015,7,30,3,Health Care,Major Pharmaceuticals,male,male,Yes,sameYear,sameYear,Dec,0 - 100,2011 - present,0.0168,-0.0817,-0.1818,0.0,1312990.0,10.89,10.71,14.0,14.0,5015569,10.0,10.0,10.04,10.0,872997,311490,154360,210534,0
0.8745,3.124171364E7,17.2573,295000.0,-50.98,-2.0E-4,,36.0,8.19444444444E9,0.0,,,1,1,2011,-1.645811813,-2.078391562,-0.113664826,0.374710487,2012,11,12,0,Health Care,Major Pharmaceuticals,male,male,Yes,No,No,Dec,0 - 100,2011 - present,0.0,0.0667,0.1067,0.0,3399.8,7.5,7.5,7.5,7.5,4900,8.5,8.0,8.0,8.0,2949,6150,3000,0,1
0.905,2.522169388E7,17.0432,15.9,-12.74,-0.8013,0.22,75.0,212000.0,1.59,64,64,11,11,1987,0.677211597,0.942430404,1.324837532,1.860815003,1998,5,20,2,Health Care,Medical/Dental Instruments,male,male,Yes,No,No,Dec,0 - 100,1951 - 2000,0.1769,-0.0636,0.1908,0.0034,83820.0,216.25,183.75,216.88,216.25,297600,211.88,203.13,203.13,202.5,55990,35930,0,29580,1
1.0,7.4596116E7,18.1276,44.02,-26.95,-0.6122,4.27,230.0,191391.3,1.69,54,54,,-7,2003,0.0,0.0,0.0,0.0,1996,6,28,4,Energy,Oilfield Services/Equipment,male,male,Yes,No,No,Dec,101 - 500,2001 - 2010,0.5,-0.3333,-0.4783,,0.0,8.28E8,5.52E8,8.28E8,,0,6.24E8,6.24E8,5.52E8,5.52E8,0,0,0,0,0
1.02,1.05588819E7,16.1725,15.18,-18.07,-1.1904,,140.0,108428.57,0.7,63,,0,0,2008,0.708404412,1.362165576,0.119516662,-0.672105531,2008,5,8,3,Basic Industries,Engineering & Construction,male,male,Yes,No,,Dec,101 - 500,2001 - 2010,0.0932,-0.1773,-0.2284,0.0311,29.4,105600.0,96600.0,111000.0,108000.0,3,106060.8,95160.0,90000.0,86880.0,53,42,28,21,0
1.06,1361930.4,14.1244,315.61,-1.71,-0.0054,,570.0,553701.75,0.0,61,52,3,3,2007,0.62970893,-0.363218598,-0.562050142,0.077146232,2010,7,14,2,Energy,Coal Mining,male,male,Yes,No,No,Dec,501 - 1000,2001 - 2010,0.0107,0.0301,-0.0668,0.0045,130573.2,172.416,170.592,175.968,175.2,455443,176.256,176.64,176.64,177.6,96517,30138,22854,47914,1
1.06,1.232787632E7,16.3274,,,,,,,,,,3,3,2005,0.732559942,0.267561049,-0.769905941,-1.392796742,2008,4,9,2,Technology,Radio And Television Broadcasting And Communications Equipment,unknown,unknown,,No,No,,,2001 - 2010,0.0014,0.0,-0.0014,0.0,12850.0,28.04,28.0,28.4,28.4,56750,28.04,28.04,28.04,28.04,0,0,0,7500,1
1.08,5.3703E7,17.799,15.65,11.6,0.7412,,,,3.43,,,1,1,2011,-0.63200446,0.608683688,1.154499483,1.34590711,2012,4,18,2,Energy,Oil & Gas Production,,,Yes,,,Dec,,2011 - present,0.0052,0.0353,-0.0311,0.0085,3731947.0,21.25,21.14,21.98,21.8,13108631,21.75,22.0,22.01,22.0,2721246,1210338,901251,718269,0
1.09,1.95461307E7,16.7883,31.64,-6.61,-0.2089,,213.0,148544.6,0.62,,52,5,5,1991,0.0,0.0,0.0,0.0,1996,11,22,4,Technology,Computer peripheral equipment,,male,No,,No,Dec,101 - 500,1951 - 2000,0.1905,-0.0099,-0.16,0.0714,218660.0,6.25,5.25,6.625,6.25,783900,6.25,6.0,6.188,6.188,102000,96200,111200,0,0
1.09,2.000251043E7,16.8114,843000.0,-9.49,0.0,0.2,29.0,2.906896551724E10,0.0,,45,23,23,1984,2.005423132,2.225090845,2.747874187,1.9390557,2007,4,25,2,Public Utilities,Electric Utilities: Central,,male,Yes,,No,Apr,0 - 100,1951 - 2000,0.1274,-0.285,-0.18,0.0,26116.8,200.0,177.4,200.0,200.0,30646,179.5,155.5,143.4,143.0,13169,22981,31346,32442,0
1.11,5.361774747E7,17.7974,29.32,-1.26,-0.043,0.27,56.0,523571.43,1.83,57,57,6,6,1998,0.759965082,0.769381293,0.444520639,1.036949317,2004,6,22,1,Health Care,Biotechnology: Commercial Physical & Biological Resarch,male,male,Yes,No,No,Dec,0 - 100,1951 - 2000,0.0714,-0.1111,-0.0963,0.1984,425318.8,6.75,6.3,7.7,6.45,1219157,6.15,6.02,6.04,6.0,276999,211355,200250,218833,1
1.13,3.158775807E8,19.5709,,,,,,,,48,,0,0,2007,0.83925223,-0.331766741,-0.189605462,0.315717894,2007,12,13,3,Consumer Services,Marine Transportation,male,,,No,,,,2001 - 2010,0.0209,0.087,-0.1424,0.0306,1523404.4,20.01,19.6,20.35,19.75,5039605,20.85,21.2,22.2,21.75,647917,543500,893900,492100,0
1.1353,2.370267192E7,16.9811,29.83,-5.24,-0.1757,,,,0.79,49,46,0,0,2015,1.797047307,1.575872029,0.828879518,0.932217149,2015,11,3,1,Transportation,Marine Transportation,unknown,male,No,,Yes,Dec,,2011 - present,0.0,-0.312,-0.4938,0.0,2287.4,4.05,4.05,4.3001,4.3,1103,2.729,3.0545,3.02,2.7866,3738,2289,3168,1139,0
1.14,2.21740431E7,16.9144,401361.0,-10.7,0.0,,20.0,2.006805E10,0.0,,,2,2,2011,0.295538992,1.191874373,1.500705945,1.756722796,2013,8,13,1,Finance,Major Banks,unknown,unknown,No,No,No,Dec,0 - 100,2011 - present,0.0668,0.4085,0.5227,0.2337,933593.6,6.39,5.99,7.3999,6.0,326409,12.45,14.24,10.27,9.0,1281255,1024011,1496247,540046,1
1.17,1.305282069E7,16.3845,37.04,-5.19,-0.1401,,162.0,228641.98,0.35,60,60,0,0,2011,-1.25894502,-1.980264774,-1.24563158,0.50897872,2011,6,17,4,Miscellaneous,Business Services,male,male,Yes,No,No,Dec,101 - 500,2011 - present,0.0,0.0,0.0,0.0,5174.8,36.8317,36.8317,36.8317,36.8317,25874,36.8317,36.8317,36.8317,36.8317,0,0,0,0,1
1.2101,6.002262147E7,17.9102,,,,,,,,54,,7,7,2004,-1.353459219,0.373187818,-0.391046448,-0.833858947,2011,11,18,4,Technology,Semiconductors,male,,,No,,,,2001 - 2010,0.0326,-0.02,-0.0453,0.0011,609963.6,9.5,9.2,10.01,10.0,2664133,10.0,9.57,9.31,9.31,165289,85414,134982,0,0
1.24,7.891364216E7,18.1839,570499.0,-919910.0,-1.6125,0.61,4.0,1.4262475E11,0.0,51,51,3,3,2007,0.36610081,1.160441128,1.75346923,1.595111889,2010,5,3,0,Energy,Oil & Gas Production,male,male,Yes,No,No,Dec,0 - 100,2001 - 2010,0.0,0.0,0.0,0.0,2400.0,0.0525,0.0525,0.0525,0.0525,12000,0.0525,0.0525,0.0525,0.0525,0,0,0,0,0
1.26,4.85745939E7,17.6986,285.21,25.15,0.0882,0.06,,,0.17,24,24,21,21,1987,0.572453849,-0.885352759,-1.452855271,-1.829722134,2008,2,20,2,Basic Industries,Agricultural Chemicals,unknown,unknown,No,No,No,Jun,,1951 - 2000,0.0,0.0,0.0,0.0,0.4,10.0,10.0,10.0,10.0,2,10.0,10.0,10.0,10.0,0,0,0,0,0
1.28,2.1984224E7,16.9058,37.28,2.19,0.0587,,204.0,182745.1,0.59,65,65,39,39,1960,-0.131063007,1.069160175,1.133969752,1.36628112,1999,11,30,1,Capital Goods,Industrial Machinery/Components,male,male,Yes,No,No,Sep,101 - 500,1951 - 2000,0.0,0.0,-0.1,0.0,0.0,0.625,0.625,0.625,0.625,0,0.625,0.625,0.625,0.625,0,0,0,0,1
1.29,4.29353409E7,17.5752,176.92,-1.07,-0.006,,1346.0,131441.31,0.24,70,70,1,1,2001,1.164963118,1.43383914,1.307697808,0.182652658,2002,3,19,1,Consumer Services,Services-Misc. Amusement & Recreation,male,male,Yes,No,No,Dec,1001 - 5000,2001 - 2010,0.0,0.0773,0.25,0.0,7050.0,7.0667,7.0667,7.1333,7.1333,6600,7.1867,7.2667,7.4667,7.6133,3600,6300,12450,6300,0
1.3,6.71125E7,18.0219,418.9,1.34,0.0032,0.24,,,0.16,47,,3,3,2008,0.592944798,1.166548395,1.254664198,1.485474379,2011,5,12,3,Capital Goods,Auto Parts:O.E.M.,unknown,,No,,,Dec,,2001 - 2010,0.0446,0.0393,-0.2427,0.0357,2538675.8,5.85,5.6,6.2,6.0,4987284,6.25,6.3,6.04,6.08,6707576,515136,321123,162260,0
1.3,1.021969E8,18.4424,10.89,-24.24,-2.2259,,113.0,96371.68,9.38,58,55,3,3,1993,0.0,0.0,0.0,0.0,1996,8,27,1,Capital Goods,Industrial Machinery/Components,male,male,Yes,No,No,Dec,101 - 500,1951 - 2000,0.1053,0.0714,0.0834,0.1842,46607.2,42.0,38.0,49.0,42.0,70025,42.0,43.0,45.0,45.0,72637,60387,29987,0,1
1.31,3.517404496E7,17.3758,165.46,-20.28,-0.1226,,,,0.21,44,44,2,2,2006,-0.517626988,-1.340717069,-1.977433109,-2.688887191,2008,11,10,0,Consumer Services,Restaurants,male,male,Yes,No,No,Dec,,2001 - 2010,0.0,0.0,0.0,0.0,140.0,5.25,5.25,5.25,5.25,500,5.25,5.25,5.25,5.25,0,0,200,0,0
1.35,2.71597536E7,17.1172,118.34,-35.73,-0.3019,,515.0,229786.41,0.23,51,51,7,7,1997,1.440232378,1.034947526,0.625838099,1.133834841,2004,6,10,3,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,male,male,Yes,No,No,Dec,501 - 1000,1951 - 2000,0.0398,-0.1759,-0.2353,0.0866,764670.6,11.77,11.32,13.0,12.02,2587891,11.77,11.45,10.37,9.7,0,213957,420689,600816,0
1.362,4.54546961E7,17.6322,56.56,-2.99,-0.0529,,363.0,155812.67,0.8,53,,5,5,1995,1.571392001,1.468095884,1.269761695,1.479215642,2000,8,23,2,Technology,Semiconductors,male,unknown,No,Yes,,Dec,101 - 500,1951 - 2000,0.2969,-0.0627,-0.1133,0.3687,2537360.0,20.75,16.0,21.9,16.0,10049000,18.45,17.5,19.65,19.45,1573400,413900,449900,200600,0
1.43,4.306024151E7,17.5781,4.75,-12.86,-2.7074,0.14,57.0,83333.33,9.07,61,61,16,16,1983,1.349931808,1.02531866,0.481765465,0.89333909,1999,11,2,1,Consumer Services,Other Consumer Services,male,male,Yes,No,No,Sep,0 - 100,1951 - 2000,0.0,-0.5,79.6452,,8.4,3.72,3.72,3.72,,8,8.1,1.86,1.86,1.86,16,18,0,0,1
1.43,1.152158693E8,18.5623,12.15,-14.13,-1.163,0.06,89.0,136516.85,9.48,41,41,11,11,1988,-2.243126818,-2.436134885,-2.577312722,-0.346936429,1999,10,15,4,Technology,Semiconductors,male,male,Yes,No,No,Dec,0 - 100,1951 - 2000,0.375,-0.0248,0.2521,0.125,2292660.0,15.125,11.0,16.5,15.125,8895400,14.1875,13.625,13.5625,14.75,1053100,675800,263600,575400,1
1.44,1.02843936E7,16.1461,17.09,-12.86,-0.7525,0.42,41.0,416829.27,0.6,53,53,8,8,1996,-1.542410599,-1.276823261,-1.601234149,0.218877962,2004,7,22,3,Health Care,Medical/Dental Instruments,male,male,Yes,No,No,Dec,0 - 100,1951 - 2000,0.0509,-0.0807,0.0012,0.0104,200.6,9273.6,8824.32,9434.88,9342.72,717,9273.6,9354.24,9365.76,8524.8,72,11,17,186,1
1.45,4.226159415E7,17.5594,,-19.44,,,20.0,,,47,,17,17,1999,0.938712979,1.955575136,1.584768991,1.813112953,2016,7,25,0,Technology,Computer Software: Prepackaged Software,male,male,No,Yes,,Dec,0 - 100,1951 - 2000,0.0,0.0,-0.175,0.0,20.0,6.0,6.0,6.0,6.0,100,6.0,6.0,6.0,6.0,0,0,0,0,0
1.45,2.997354914E8,19.5184,7.89,20.47,2.5944,0.46,4.0,1972500.0,37.99,58,58,18,18,1994,0.992111957,1.474842644,1.688161778,1.754112735,2012,3,28,2,Finance,Finance: Consumer Services,male,male,Yes,No,No,Dec,0 - 100,1951 - 2000,0.5873,0.0,0.0,0.746,519361.0,1.0,0.63,1.1,0.63,2596805,1.0,1.0,1.0,1.0,0,0,0,0,1
1.5,5.8195083E7,17.8793,140.03,-9.78,-0.0698,0.1,320.0,437593.75,0.42,46,46,6,6,1998,1.087775238,1.271730065,1.742494803,1.732142643,2004,2,18,2,Technology,"Computer Software: Programming, Data Processing",unknown,unknown,Yes,No,No,Dec,101 - 500,1951 - 2000,0.0588,-0.1089,-0.3578,0.0588,621660.0,4.5,4.25,4.5,4.25,565295,4.52,4.38,4.26,4.01,825592,623726,353346,740341,0
1.558,954567.904,13.769,172000.0,-160.24,-9.0E-4,,75.0,2.29333333333E9,0.0,55,48,27,27,1988,1.734150966,1.03448896,0.311825573,0.344864089,2015,10,23,4,Health Care,Major Pharmaceuticals,male,male,No,sameYear,No,Apr,0 - 100,1951 - 2000,0.0955,0.0256,0.0718,0.0702,90484.8,3.9,3.56,4.25,4.0,211910,3.7,3.75,4.05,4.0,47666,72541,42573,77734,1
1.56,1.04444248E8,18.4642,,-71.87,,,51.0,,,59,59,7,7,2007,-1.734246429,-0.8804951,0.501102651,1.113381501,2014,1,31,4,Health Care,Major Pharmaceuticals,female,female,Yes,,,Dec,0 - 100,2001 - 2010,0.0236,0.06,0.2277,0.022,693988.2,6.5,6.35,7.25,7.11,3096395,6.59,6.58,6.7,6.89,61119,48571,195383,68473,0
1.58,6.810663628E7,18.0366,425000.0,-29.03,-1.0E-4,,17.0,2.5E10,0.0,48,48,6,6,2008,-1.069196879,-1.14618263,0.339400747,0.999427089,2014,2,6,3,Health Care,Major Pharmaceuticals,male,male,Yes,No,No,Dec,0 - 100,2001 - 2010,0.0732,0.0516,0.4535,0.1434,403100.4,10.85,10.11,11.8,10.35,1765680,11.15,11.17,11.43,11.41,172697,48706,22251,6168,1
1.62,3.237528366E7,17.2929,27.06,-5.16,-0.1907,,129.0,209767.44,1.2,46,46,7,7,1989,0.0,0.0,0.0,0.0,1996,4,18,3,Technology,EDP Services,male,male,Yes,No,No,Jan,101 - 500,1951 - 2000,0.0424,-0.0325,0.0407,,664860.0,15.375,14.75,15.75,,1962600,14.625,14.5,14.5,14.875,635700,247700,198400,279900,0
